text,labels
can i pay witj visa,PAYMENT
inform of a sign-up issue,ACCOUNT
have a problem with my kiey reset,ACCOUNT
new {{Account Category}} account for wife,ACCOUNT
i have to see what payment options are allowed,PAYMENT
need help acquiring a few of ur product,ORDER
how to notify of issues with payment?,PAYMENT
"I cannot create a user, notify of a sign-up error",ACCOUNT
I have a question about the termination of my {{Account Type}} account,ACCOUNT
I do not know how to know if there are any news on my rebate,REFUND
how do I inform of a trouble with payments?,PAYMENT
I am calling to check what delivery methods are available,DELIVERY
how to open a standard account for my dad?,ACCOUNT
I need help to acquire a product,ORDER
opening {{Account Type}} account for wife,ACCOUNT
I don't know what I need to do to check the shipment options,DELIVERY
I have a probllem with canceling order {{Order Number}},ORDER
"I have to see the shipping options, I need help",DELIVERY
help me see the options for shipping,DELIVERY
want help to add an article to purchase {{Order Number}},ORDER
what do I need to do to cancel purchase {{Order Number}}?,ORDER
i dont know what i have to do to delete my platinum account,ACCOUNT
refunding {{Refund Amount}}  dollars,REFUND
could you help me shop a few of your article?,ORDER
can uhelp me to check the ETA of purchase {{Order Number}},ORDER
how do I see the status of the reimbursement?,REFUND
help me checking if there are any news on my refund,REFUND
cancelling pro account,ACCOUNT
I want assistance checking my refund status,REFUND
switch to premium account,ACCOUNT
wanna use the {{Account Type}} account i need help,ACCOUNT
help me edit order {{Order Number}},ORDER
I am waiting for a refund of {{Refund Amount}} dollars,REFUND
I don't know what I have to do to buy some of your article,ORDER
help seeing in what cases can i request refunds,REFUND
wanna ask for a compensatin of money,REFUND
i want assistance to delete the {{Account Type}} account,ACCOUNT
what do I have to do to change an item of purchase {{Order Number}}?,ORDER
open a freemium acocunt,ACCOUNT
track order {{Order Number}},ORDER
refund {{Refund Amount}} dollars,REFUND
where to check how soon can I expect the shipment?,DELIVERY
do you deliver to {{Delivery Country}}?,DELIVERY
I want to see how long it takes for my shipment to arrive,DELIVERY
seeing order {{Order Number}} status,ORDER
I expect a goddamn restitution of {{Currency Symbol}}{{Refund Amount}},REFUND
I try to check when will my article arrive,DELIVERY
is it possible to cancel a platinum account,ACCOUNT
assistance to notify of issues with a sign-up,ACCOUNT
add item to order {{Order Number}},ORDER
what do I have to do to change my user data?,ACCOUNT
I need help to report a problem with a registration,ACCOUNT
where cn I notify of an error with registrations?,ACCOUNT
"the payment failed, help notifying of problems with payments",PAYMENT
help seeing what payment methods you accept,PAYMENT
how can I get information about gold account deletions?,ACCOUNT
"the payment failed, how to report an error with payment?",PAYMENT
I need to see how soon can I expect my product,DELIVERY
show me what paymentpayment modalities are accepted,PAYMENT
help to check what shipping options i have,DELIVERY
how do I correct purchase {{Order Number}}?,ORDER
I do not know how to reset the pass of my profile,ACCOUNT
"I cannot open a user, I have to inform of a signup issue",ACCOUNT
i want help seeing the ETA of order {{Order Number}},ORDER
I have to cancel purchase {{Order Number}},ORDER
modifying {{Account Type}} account,ACCOUNT
where do I notify of a problem with payment?,PAYMENT
know if there is anything new on my restitution,REFUND
could ya help me to report an isue with payment,PAYMENT
what do I need to do to change to the pro account?,ACCOUNT
refund  {{Currency Symbol}}{{Refund Amount}},REFUND
editing information on pro account,ACCOUNT
how do I sere the payment modalities?,PAYMENT
I want help to notify of issues with payment,PAYMENT
I want help informing of problems with payment,PAYMENT
problem with canceling purchase {{Order Number}},ORDER
"I want to check how long refunds take, I need assistance",REFUND
I would like to see the status of my compensation,REFUND
"I would like to check the delivery options, how to do it?",DELIVERY
show current status of restitution,REFUND
I want help to notify of an issue with payments,PAYMENT
I want help to swap several products of purchase {{Order Number}},ORDER
use {{Account Category}} account,ACCOUNT
how can i notify of issues with online payment,PAYMENT
how to reset the apssword of my account,ACCOUNT
I'd like to change to the {{Account Category}} account i need assistance,ACCOUNT
I need help buying some of your product,ORDER
where can I acquire a few of your article?,ORDER
I need helprestoring my user access key,ACCOUNT
assistance seeing how soon can I expect my article,DELIVERY
show me how long it takes for the product to arrive,DELIVERY
I don'tknow what to do to check your payment options,PAYMENT
can ushow me the ETA of purchase {{Order Number}},ORDER
problem with {{Account Category}} acount deletions,ACCOUNT
problem with cancelling order {{Order Number}},ORDER
changing to standard account,ACCOUNT
"I have to use the premium profile, how to do it?",ACCOUNT
"I need to change my user info, how can I do it?",ACCOUNT
can I edit purchase {{Order Number}}?,ORDER
i want assistance checking what delivery methods i have,DELIVERY
how do I see order {{Order Number}} current status?,ORDER
how to check the current status of purchase {{Order Number}}?,ORDER
how do  i open a {{Account Category}} account for my daughter,ACCOUNT
I do not know what I need to do to close a pro account,ACCOUNT
help to retrieve my profile PIN code,ACCOUNT
give me information about the cancellation of a {{Account Type}} account,ACCOUNT
where is order {{Order Number}}?,ORDER
can i place an order frim {{Delivery Country}},DELIVERY
question about cancelling purchase {{Order Number}},ORDER
"I have got to report an issue with a signup, I need help",ACCOUNT
i need assistance with canceling order {{Order Number}},ORDER
switching to pro account,ACCOUNT
I need to see in what situations can I request refunds,REFUND
d uship to {{Delivery City}},DELIVERY
"I can't make a payment, inform of an error with payment",PAYMENT
can uhelp me correct purchase {{Order Number}},ORDER
open another premium account for mum,ACCOUNT
I don't know hwat to do to earn several items,ORDER
i need help removing several items from order {{Order Number}},ORDER
"I need to know if there are any news on my rebate, help me",REFUND
I need assistance adding several articles to order {{Order Number}},ORDER
I need to create a {{Account Category}} account for my fiance,ACCOUNT
I have to add an item to purchase {{Order Number}},ORDER
I don't know what I have to do to reset my user account ppwd,ACCOUNT
I am trying to cancel purchase {{Order Number}},ORDER
can uhelpme informing of a problem with payments,PAYMENT
I do not know how I can see what options for delivery I have,DELIVERY
I have to see in which cases can I ask to be refunded,REFUND
want assistance to solve a payment problem,PAYMENT
want assistance solving troubles with online payment,PAYMENT
I try to delete a fucking standard account,ACCOUNT
I want help seeing your payment methods,PAYMENT
is it possible to request a refund of my money?,REFUND
i try to check how long it takes forf my product to arrive,DELIVERY
checking ETA of order {{Order Number}},ORDER
I do not know how I can acquire several of yoru article,ORDER
need to know if there is anything new on the restitution,REFUND
where to report sign-up problems?,ACCOUNT
i want assistance seeing ur avbailable payment options,PAYMENT
shipments to {{Delivery Country}},DELIVERY
switch to {{Account Category}} account,ACCOUNT
checking the available options for shipment,DELIVERY
i need help to see what shipment options i have,DELIVERY
help using the freemium account,ACCOUNT
i do not know what to do to chanfe to the damn gold account,ACCOUNT
change info on standard account,ACCOUNT
I cannot recover my user PIN,ACCOUNT
I am waiting for an restitution of {{Refund Amount}} dollars,REFUND
problem with canceling purchase {{Order Number}},ORDER
see purchase {{Order Number}} current status,ORDER
"I have got to change to the pro account, I need assistance",ACCOUNT
I am waiting for a refnd of {{Refund Amount}} dollars,REFUND
i expect a restitution of {{Currency Symbol}}{{Refund Amount}} has it been processed already,REFUND
I need help buying some of your article,ORDER
can I see in which cases can I request a refund?,REFUND
I need assistance cancelling purchase {{Order Number}},ORDER
I need help to reset the PIN of my user profile,ACCOUNT
switch to standard account,ACCOUNT
can you help me notifying of issues with a registration?,ACCOUNT
can I modify order {{Order Number}}?,ORDER
I want to correct purchase {{Order Number}},ORDER
in what cases can I request the bloody reimbursements?,REFUND
"I need to change an item of purchase {{Order Number}}, help me",ORDER
assistance to report an error with a registration,ACCOUNT
i do not know what to do to report a trouble with payment,PAYMENT
i have to close my pro account,ACCOUNT
I need assistamce to inform of a payment issue,PAYMENT
i do not know what to  do to list ur payment modalities,PAYMENT
I want help seeing the restitution status,REFUND
could i see in what cases can i request refundcs,REFUND
update order {{Order Number}},ORDER
i need assistance checking how soon can i expect my package,DELIVERY
i want assistance earning several products,ORDER
I want assistance to see your accepted payment modalities,PAYMENT
wanna use the premium account,ACCOUNT
I need to see the current status of my refund,REFUND
update information on pro account,ACCOUNT
I want to report an error with payment,PAYMENT
"I expect a refund of {{Currency Symbol}}{{Refund Amount}}, has it been processed already?",REFUND
how can I use the {{Account Category}} account?,ACCOUNT
where to see how soon can I expect the fucking article?,DELIVERY
assistance to see your money back guarantee,REFUND
I do not know how to inform of troubles with payments,PAYMENT
I want assistance seeing your payment options,PAYMENT
help me knowing if there are any updates on the refund,REFUND
can uhelp me canceling purchase {{Order Number}},ORDER
report issues with registration,ACCOUNT
i want assistance to close the {{Account Category}} account,ACCOUNT
help to check in which situations can I ask for refunds,REFUND
where do i see the eta of the order {{Order Number}},ORDER
help checking my restitution status,REFUND
I want to locate purchase {{Order Number}},ORDER
i expect a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND
"I want to notify of sign-up issues , could you help me?",ACCOUNT
wanna check ur money back guarantee how can  i do it,REFUND
i need assistance to see how soon can i expect the order,DELIVERY
I do not know what I need to do to receive reimbursemenrs,REFUND
I want help canceling order {{Order Number}},ORDER
"I ain't registered yet, I need to create a damn pro account",ACCOUNT
need help to deete a fucking item from order {{Order Number}},ORDER
I don't know how I can get a reimbursement of my money,REFUND
where do i receive a rewfund of money,REFUND
help to check how soon can I expect the purchase,DELIVERY
modify order113542617735902,ORDER
i do not know how to create a {{Account Category}} account for my dad,ACCOUNT
editing order {{Order Number}},ORDER
track purchase {{Order Number}},ORDER
how can I check what bloody payment options you accept?,PAYMENT
update data on {{Account Category}} account,ACCOUNT
assistance ordering some of your article,ORDER
I don't know how I can earn an article,ORDER
help me notify of errors with registrations,ACCOUNT
where do I open a standard account?,ACCOUNT
problems with {{Account Category}} account cancellations,ACCOUNT
how can i get information about pro account cancellations,ACCOUNT
I would like to notify of sign-up issues,ACCOUNT
I need help checking the allowed payment modalities,PAYMENT
I can't afford purchase {{Order Number}},ORDER
"I can no longer afford order {{Order Number}}, help me cancel it",ORDER
want help to reset my user pass,ACCOUNT
see the status of the reimbursement,REFUND
could you help me seeing how soon can I expect the article?,DELIVERY
I don't know what to do to change to the {{Account Type}} account,ACCOUNT
can you help me see in which cases can I ask for refunds?,REFUND
where is order {{Order Number}},ORDER
help me to check the current status of order {{Order Number}},ORDER
"I have got to use the freemium profile, I need help",ACCOUNT
I need assistance to shop some articles,ORDER
would it be possible to close my standard account ?,ACCOUNT
where do I cancel order {{Order Number}}?,ORDER
I try to buy some goddamn articles,ORDER
I want information about opening a {{Account Category}} account,ACCOUNT
i dont know what i have to do to receive a reimbursement,REFUND
assistance seeing your refund policy,REFUND
new {{Account Category}} acount,ACCOUNT
can I swap an itm of purchase {{Order Number}}?,ORDER
need to chnange to the {{Account Type}} account could i get some help,ACCOUNT
needto locate order {{Order Number}} how can i do it,ORDER
I want help notifying of a error with a signup,ACCOUNT
create pro account,ACCOUNT
want assistance checking the restitution status,REFUND
how do I see how long it takes for the item to arrive?,DELIVERY
I have got to check your reimbursement policy,REFUND
i want assistance checking ur money back policy,REFUND
"I cannot make a payment, I need to inform of issues",PAYMENT
I nerd to check the ETA of the purchase {{Order Number}},ORDER
I don't know what to do to purchase some of your article,ORDER
can I delete an item from purchase {{Order Number}} ?,ORDER
order {{Order Number}} status,ORDER
where to purchase an article?,ORDER
help me checking if there are any updates on my restitution,REFUND
changing information on {{Account Type}} account,ACCOUNT
assistance changing to the platinum account,ACCOUNT
"I have to see your payment methods, can I get some help?",PAYMENT
where do i see the accepted payment options,PAYMENT
can ya help me notify of registration errors,ACCOUNT
I do not know how I can reoprt signup errors,ACCOUNT
d uship to {{Delivery City}},DELIVERY
"I need to see the delivery methods, how to do it?",DELIVERY
I do not know how to cancel the fucking standard account,ACCOUNT
i catn add something to purchase {{Order Number}},ORDER
"I have got to change to the freemium account, help me",ACCOUNT
switch to platinum account,ACCOUNT
editting details on {{Account Type}} account,ACCOUNT
is it possible to check the available payment modalities?,PAYMENT
in which cases can I request refunds?,REFUND
i dont know how to see how soon can i expect my item,DELIVERY
i dont know how to request a refund,REFUND
can i change some products of order {{Order Number}},ORDER
can I see how soon can I expect the fucking item?,DELIVERY
I want assistance solving troubles with online payment,PAYMENT
can ushow me in which situations can i ask for refunds,REFUND
I have an issue with the online registration,ACCOUNT
I want assistance to solve a problem with payments,PAYMENT
i do not know what i need to do to buy several items,ORDER
"I never use the {{Account Type}} account, I need help canceling it",ACCOUNT
I don't know how to notify of an issue with goddamn sign-up,ACCOUNT
help me to check the eta of the purchase {{Order Number}},ORDER
I want help checking how soon can I expect the parcel,DELIVERY
I am waiting for an refund of {{Currency Symbol}}{{Refund Amount}},REFUND
create new gold account,ACCOUNT
I do not know how I can acquire some articles,ORDER
give me information about the deletion of a gold account,ACCOUNT
need assistance to notify of issues with online payment,PAYMENT
assistance notifying of a signup problem,ACCOUNT
i can no longer afford purchase {{Order Number}},ORDER
want assistance to cancel order  {{Order Number}},ORDER
I want help to acquire some of your rpoduct,ORDER
have problems with opening my freemium account,ACCOUNT
assistance to swee the accepted payment options,PAYMENT
opdn {{Account Type}} account,ACCOUNT
need help to see the status of my refund,REFUND
check in which situations can I ask for refunds,REFUND
"I need to demand refunds, could you help me?",REFUND
i dont know how to request restitutions of my money,REFUND
assistance changing to the freemium account,ACCOUNT
what do I need to do to switch to the pro account?,ACCOUNT
"I would like to modify order {{Order Number}}, how can I do it?",ORDER
I need to check in what cases can I request reimbursements,REFUND
I am trying to order some of your product,ORDER
I need to retrieve the key of my profile,ACCOUNT
modifying information on premium account,ACCOUNT
are the service charges refundable?,REFUND
help to check the ETA of purchase {{Order Number}},ORDER
I can't see if there is anything new on the refund,REFUND
I am trying to check how soon can I expect my parcel,DELIVERY
I do not know how I can shop several of your article,ORDER
I want assistance to see what delivery methods I have,DELIVERY
I need assistance to edit the personal details,ACCOUNT
reimbusre {{Currency Symbol}}{{Refund Amount}},REFUND
i try to acquire some items,ORDER
help me see how long the bloody reimbursements usually take,REFUND
iwant assistance canceling order {{Order Number}},ORDER
I want help listing your allowed payment methods,PAYMENT
correct purchase {{Order Number}},ORDER
i want information about my access key recovery,ACCOUNT
how do I use the standard profile?,ACCOUNT
where to create a freemium account?,ACCOUNT
what do i need to do to reset my user cacount pwd,ACCOUNT
need assistance with canceling order {{Order Number}},ORDER
help seeing the ETA of the purchase00123842,ORDER
I have problems with canceling purchase {{Order Number}},ORDER
what do I need to do to check the goddamn shipping options?,DELIVERY
i want information about the removal of a standard account,ACCOUNT
I don't know how I can create a {{Account Category}} accoiunt,ACCOUNT
shipping to {{Delivery City}},DELIVERY
I try to see in what cases can I ask for a refund,REFUND
where can I list the payment options?,PAYMENT
"I need to earn a goddamn article, could you help me?",ORDER
correcting information on {{Account Category}} account,ACCOUNT
in which situations can I request reimbursements?,REFUND
need assistance checking order {{Order Number}} current status,ORDER
I am waiting for a reimbursement of {{Currency Symbol}}{{Refund Amount}},REFUND
how to edt order {{Order Number}},ORDER
I am trying to cancel purchase {{Order Number}},ORDER
problem with platinum account removals,ACCOUNT
is it possible to ordet from {{Delivery Country}},DELIVERY
i want assistance seeing what shipment methods are there,DELIVERY
assistance seeing when my purchase is going to arrive,DELIVERY
buy several articles,ORDER
change to gold account,ACCOUNT
i dont know what to do to change ot the goddamn gold account,ACCOUNT
canceling purchase {{Order Number}},ORDER
want help checkin ur accepted payment methods,PAYMENT
acquire several items,ORDER
want assistance getting a rebate,REFUND
acquire an item,ORDER
help to purchase something,ORDER
want assistance cancelling my pro account,ACCOUNT
I'm waiting for a goddamn compensation of {{Refund Amount}} dollars,REFUND
wannha add a goddamn item to order {{Order Number}},ORDER
can you show me the ETA of purchase {{Order Number}}?,ORDER
assistance to create another fucking freemium account,ACCOUNT
i have to modify purchase {{Order Number}} help me,ORDER
I need to recover my user account access key,ACCOUNT
can uhelp me to swap something of order {{Order Number}},ORDER
i try to rettieve my profile access key,ACCOUNT
want help solving issues with online payment,PAYMENT
how can I delete the standard account?,ACCOUNT
i need assistance to get rebates,REFUND
assistance to purchase something,ORDER
help me checking how soon can I expect my order,DELIVERY
i need assistance to check the accepted payment modalities,PAYMENT
could you help me canceling purchase {{Order Number}}?,ORDER
I need help changing to the platinum account,ACCOUNT
help to use the standard account,ACCOUNT
I want assistance to delete my {{Account Type}} account,ACCOUNT
editing info on premium account,ACCOUNT
can ya help me to inform of an problem with payment,PAYMENT
problems with canceling purchase {{Order Number}},ORDER
i need information about correcting purchase {{Order Number}},ORDER
i try to get a rebate of money,REFUND
help checking in what cases can I request my money back,REFUND
i need assistance to create a platinum accountt,ACCOUNT
help me list your accepted payment methods,PAYMENT
assistance seeing the ETA of order {{Order Number}},ORDER
"I have to see when will my item arrive, I need assistance",DELIVERY
"I would like to check order {{Order Number}} current status, help me",ORDER
I want information about my lost password,ACCOUNT
opening new platinum account for daughter,ACCOUNT
check in what situations can I ask for reimbursements,REFUND
help using the {{Account Category}} profile,ACCOUNT
what do I ned to do to cancel order {{Order Number}}?,ORDER
were to check order {{Order Number}} current status,ORDER
where can i see the ETA of the order {{Order Number}},ORDER
is it possible to inform of an issue with online payments?,PAYMENT
changing to {{Account Category}} account,ACCOUNT
help to buy some articles,ORDER
chnge data on {{Account Type}} account,ACCOUNT
shipnents to {{Delivery Country}},DELIVERY
I don't know how to cancel the standard account,ACCOUNT
do you edliver to {{Delivery Country}}?,DELIVERY
I want assistance to see the ETA of the order {{Order Number}},ORDER
"I have got to inform of problems with registrations, help me",ACCOUNT
i try ot order a few of ur item,ORDER
help me checking in what situations can I ask for a refund,REFUND
I don't know what I need to do to cancel the {{Account Type}} avcount,ACCOUNT
i want help to restor my pwd,ACCOUNT
I want assistance ordering several of your article,ORDER
what is the shipping period for mt package,DELIVERY
I need help informing of troubles with online payment,PAYMENT
information about the removal of a pro account,ACCOUNT
where can i see the damn eta of the purchase {{Order Number}},ORDER
is it possible to use the bloody standard profile?,ACCOUNT
i need help using the freemium account,ACCOUNT
I do not know what to do to check the payment methods,PAYMENT
can you help me to close my {{Account Category}} account?,ACCOUNT
is it possible to report errors with payments?,PAYMENT
i dont know how to recover the key of my user,ACCOUNT
need help to check in which cases can i ask to be refunded,REFUND
is it possible to order from {{Delivery City}}?,DELIVERY
assistance seeing your money back policy,REFUND
i want help solving issues with online payment,PAYMENT
I want to check when my item is going to arrive,DELIVERY
help me listing the payment methods,PAYMENT
"I need to see how long refunds usually take, how to do it?",REFUND
could I see when will my article arrive?,DELIVERY
correct information on {{Account Category}} account,ACCOUNT
i have a problem with cancelling order {{Order Number}},ORDER
"I have to edit order {{Order Number}}, how do I do it?",ORDER
i want help to inform of a registration issue,ACCOUNT
I'm trying to notify of a trouble with online payments,PAYMENT
could uhelp me close a freemium account,ACCOUNT
I donot know what I have to do to inform of payment issues,PAYMENT
"I need to see in what cases can I request a refund, help me",REFUND
opening new freemium account,ACCOUNT
how could I add some damn products to order {{Order Number}}?,ORDER
correct information on {{Account Type}} account,ACCOUNT
want help to see the restitution status,REFUND
see purchase {{Order Number}} status,ORDER
need assistance checking my refund current status,REFUND
can you help me see whzt payment options are allowed?,PAYMENT
I need assistance correcting purchase {{Order Number}},ORDER
want assistance t switch to the {{Account Category}} account,ACCOUNT
need to update the details on my user how do i do it,ACCOUNT
notify of registration issue,ACCOUNT
is it possible to report signup errors?,ACCOUNT
how to see what payment options you accept?,PAYMENT
what is purchase {{Order Number}} current status?,ORDER
i dont know how to cancel purchase {{Order Number}},ORDER
I want to know more about the shipping period,DELIVERY
I have got to notify of aproblem with signup,ACCOUNT
I expect a rebate of {{Currency Symbol}}{{Refund Amount}},REFUND
I need help purchasing an item,ORDER
help to receive rebates of money,REFUND
help me to check how soon can I expect the parcel,DELIVERY
i have to see order {{Order Number}} current status i need help,ORDER
deeting something from order {{Order Number}},ORDER
changing order {{Order Number}},ORDER
i cannot notify of errors with sign-up,ACCOUNT
"I have to edit order {{Order Number}}, how to do it?",ORDER
I don't know how I can ask for a rebate of money,REFUND
assistance cancelling purchase {{Order Number}},ORDER
cn I place an order from {{Delivery City}}?,DELIVERY
switch to another account,ACCOUNT
edit premium account,ACCOUNT
help me checking what shipping methods you offer,DELIVERY
"I don't have a premium account, I want to open one",ACCOUNT
can you help me reporting problems with online payment?,PAYMENT
help adding several products to purchase {{Order Number}},ORDER
what do i need to do to switch to the pro account,ACCOUNT
where to see how long it takes for my order to arrive?,DELIVERY
I do not know how to restore my user PIN code,ACCOUNT
see order {{Order Number}} stats,ORDER
updating order {{Order Number}},ORDER
help me seeing if there are any updates on the compensation,REFUND
i need help checking ur refund policy,REFUND
is it possible to check how long the shipping takes?,DELIVERY
how could I check how soon can I expect my order?,DELIVERY
I need to report an issue with a registration,ACCOUNT
i have to demand rebates of my money,REFUND
need assistance cancelling order {{Order Number}},ORDER
"I have got to check the methods for shipment, I need help",DELIVERY
correct info on {{Account Type}} account,ACCOUNT
"I want to see what shipment options I have, how do I do it?",DELIVERY
can you help me see my reimbursement status?,REFUND
help adding an article to purchase {{Order Number}},ORDER
assistance to see the accepted payment options,PAYMENT
help me checking the accepted payment options,PAYMENT
switching to {{Account Category}} account,ACCOUNT
how to cancel purchase {{Order Number}}?,ORDER
reimburse {{Refund Amount}} dollar,REFUND
problems with gold account deletions,ACCOUNT
help touse the {{Account Category}} profile,ACCOUNT
i want assistance creating a {{Account Type}} account for my fiance,ACCOUNT
could you help me to see how soon can I expect the product?,DELIVERY
can i see what payment payment modalities are available,PAYMENT
assistance to see in which cases can i ask for refunds,REFUND
need assistance solving problems with payment,PAYMENT
I need help retrieving the PIN of my user profile,ACCOUNT
i need assistance with creating a platinum account,ACCOUNT
I try to see in what cases can I ask to be reimbursed,REFUND
modify order00004587345,ORDER
check the current status of purchase {{Order Number}},ORDER
can i order from {{Delivery City}},DELIVERY
how can i check if there are any news on my refund,REFUND
can I place a bloody order from {{Delivery City}}?,DELIVERY
opening gold account for wife,ACCOUNT
where to see how soon can I expect my product?,DELIVERY
how can I find information about my premium account removal?,ACCOUNT
"I ain't registered, assistance opening an account with you",ACCOUNT
correcting data on {{Account Type}} account,ACCOUNT
I do not know what I have to do to delete a {{Account Category}} account,ACCOUNT
assistance reporting problems with signup,ACCOUNT
i cant pay i need help reporting problems with payments,PAYMENT
i dont know what i have to do to order a few of ur article,ORDER
can you help me see the ETA of the order {{Order Number}}?,ORDER
need to see what shipment options are there how to do it,DELIVERY
need assistance withcanceling purchase {{Order Number}},ORDER
see order {{Order Number}} status,ORDER
i have got to reset the pwd of my user,ACCOUNT
is it possible to reset my account PIN code?,ACCOUNT
question baout creating a platinum account,ACCOUNT
cancel {{Account Category}} account,ACCOUNT
can you help me to see your allowed payment modalities?,PAYMENT
how can I inform of a trouble with payments?,PAYMENT
I don't know what to do to notify of payment errors,PAYMENT
updating {{Account Type}} accojnt,ACCOUNT
help with creating a standard account,ACCOUNT
can you help me to order a few of your item?,ORDER
where do I cancel purchase {{Order Number}}?,ORDER
where could I acquire something?,ORDER
editing details on pro account,ACCOUNT
I am calling to check when my order is going to arrive,DELIVERY
i want help to see what payment methods uaccept,PAYMENT
I need assistance modifying my bloody user account,ACCOUNT
give me information aout editing order {{Order Number}},ORDER
what is order {{Order Number}} crrent status,ORDER
I don't know how to recover the PIN of my profile,ACCOUNT
want help to see ur allowedpayment modalities,PAYMENT
i want help to notify of a problem with sign-up,ACCOUNT
"I would like to see my compensation status, how do I do it?",REFUND
I need to switch some items of purchase {{Order Number}},ORDER
correct details on {{Account Type}} account,ACCOUNT
help informing of a fucking payment problem,PAYMENT
problem with a pro account removal,ACCOUNT
need to acquire several of ur article,ORDER
how could I check what shipping options are available?,DELIVERY
want help to check the eta of purchase {{Order Number}},ORDER
I don't know what I have to do to shop some itmes,ORDER
"I want to check the status of my rebate, I need assistance",REFUND
help  me reporting a sign-up problem,ACCOUNT
help to ask for a restitution of money,REFUND
where to obtain rebates of my money?,REFUND
want assistanmce checking how soon can I expect the shipment,DELIVERY
what options for shipment are available?,DELIVERY
i want help canceling the {{Account Category}} account,ACCOUNT
i do not know how to check my refund current status,REFUND
assistance to see in which cases can I ask to be reimbursed,REFUND
showing refund status,REFUND
canm you help me to update purchase {{Order Number}}?,ORDER
where to know if there are any news on my compensation?,REFUND
edit info on {{Account Type}} accunt,ACCOUNT
where to recover the PIN of my user?,ACCOUNT
I need help seeing how son can I expect my order,DELIVERY
help me check in which cases can I request refunds,REFUND
"I am not registered, how do I create a {{Account Type}} account?",ACCOUNT
change order,ORDER
"I expect a bloody rebate of {{Currency Symbol}}{{Refund Amount}}, was it processed already",REFUND
where can i check how soon can i expect the package,DELIVERY
"I want to purchase several of your article, how do I do it?",ORDER
change to {{Account Category}} acount,ACCOUNT
help me seeing how long it takes for the delivery to rarive,DELIVERY
I am waiting for an restitution of {{Currency Symbol}}{{Refund Amount}},REFUND
help me check in which cases can I ask to be reimbursed,REFUND
i have to see how long i takes for my article to arrive,DELIVERY
help me to see in what cases can i ask for my money back,REFUND
how to use the {{Account Type}} account?,ACCOUNT
help knowing if there is anything new on the refund,REFUND
I want help updating the details included on my user account,ACCOUNT
help seeing order {{Order Number}} status,ORDER
want help to retrieve the key of my prtofile,ACCOUNT
i have got to see my compensation current status,REFUND
"I do not need the {{Account Category}} account, can I cancel it?",ACCOUNT
i do not know how i can see how soon can i expect my delivry,DELIVERY
help me see when will mny purchase arrive,DELIVERY
i cannot notify of an error with a sign-up,ACCOUNT
i dont know how i can asj for a rebate,REFUND
how ot edit order {{Order Number}}?,ORDER
I have got to see how soon can I expect my article,DELIVERY
how do i swap several articles of purchase {{Order Number}},ORDER
where do I get a reimbursement?,REFUND
changing details on premium account,ACCOUNT
what do i need to do to buy a product,ORDER
I am waiting for a reimbursement of {{Currency Symbol}}{{Refund Amount}},REFUND
help me to cancel purchase {{Order Number}},ORDER
I am tryign to inform of an error with a registration,ACCOUNT
can you help me place an order?,ORDER
I want t update order {{Order Number}},ORDER
how do I get compensations?,REFUND
open a {{Account Type}} acocunt,ACCOUNT
I want information about the deletion of a gold account,ACCOUNT
i want help cancelling order {{Order Number}},ORDER
assistance seeing how soon can i expect the delivery,DELIVERY
how can I switch some articles of purchase {{Order Number}}?,ORDER
I need help to report a trouble with online payment,PAYMENT
problems with {{Account Type}} account terminations,ACCOUNT
update info on platinum account,ACCOUNT
switch to {{Account Type}} account,ACCOUNT
where do i inform of a trouble with online payment,PAYMENT
I want to change purchase {{Order Number}},ORDER
how could I check what methods for delivery I can choose?,DELIVERY
track purchase {{Order Number}},ORDER
I do not know how to report a signup error,ACCOUNT
where to inform of an issue witha sign-up,ACCOUNT
i need assistance deleting a {{Account Category}} account,ACCOUNT
"I no longer use my {{Account Type}} account, I need help removing it",ACCOUNT
I try to ask for a refund of my money,REFUND
can you help me to retrieve the key of my user?,ACCOUNT
where to cancel purchase {{Order Number}}?,ORDER
shipping to {{Delivery Country}},DELIVERY
show me how long it takes for my order to arrive,DELIVERY
edit details on standard account,ACCOUNT
would it be possible to shop several items?,ORDER
open a {{Account Category}} acount for my dad,ACCOUNT
can ya help me to switch to the {{Account Type}} account,ACCOUNT
need help to rport issues with goddamn sign-up,ACCOUNT
i need assistance to reset my pwd,ACCOUNT
I do not know how to get a restitution of money,REFUND
I need help checking what fucking shipping options I have,DELIVERY
using pro accouny,ACCOUNT
I do not know how to order some products,ORDER
how do I check your money back policy ?,REFUND
can I close a standard account?,ACCOUNT
where to see your available payment modalities?,PAYMENT
correct order {{Order Number}},ORDER
"I cannot make a transfer, notify of payment issues",PAYMENT
assistance to shop several articles,ORDER
I want help cancelling purchase {{Order Number}},ORDER
use standard account,ACCOUNT
help me check in which situations can I request refunds,REFUND
"I have to see the status of my rebate, how to do it?",REFUND
need to inform of problems with registrations,ACCOUNT
I have got to reuqest rebates of money,REFUND
can you help me seeing the status of order {{Order Number}}?,ORDER
"I am looking for shipping periods, I need help to find them",DELIVERY
what do I need to do to buy several of your article?,ORDER
another {{Account Type}} account for father,ACCOUNT
need help with canceling order {{Order Number}},ORDER
i want help checking in which cases can i ask for a refund,REFUND
where do I receive rebates of my money?,REFUND
I need assistance to cancel purchase {{Order Number}},ORDER
