ticket_id,text,labels
t00960,I think i was hacked keyboard not working can't connect to network. Looking forward to your reply.,hardware;network;security
t00961,Login error i'm not happy. I would appreciate help.,complaint;login
t00962,My account is locked can't log in application won't open my invoice is wrong. Looking forward to your reply.,billing;account;software;login
t00963,My invoice is wrong critical issue. Any guidance appreciated.,billing;urgent
t00964,Hardware problem i was double-billed the app crashes. I would appreciate help.,billing;hardware;software
t00965,Account settings problem can't connect to network. Looking forward to your reply.,account;network
t00966,Forgot my password question about my bill keyboard not working can't see my account. What should I do?,billing;account;hardware;login
t00967,This is a complaint. What should I do?,complaint
t00968,Software bug asap please network keeps dropping. Any guidance appreciated.,urgent;software;network
t00969,Please return the money. Thanks in advance.,refund
t00970,The app crashes i was double-billed. I would appreciate help.,billing;software
t00971,Forgot my password. What should I do?,login
t00972,My laptop won't turn on i was double-billed account issue. I would appreciate help.,billing;account;hardware
t00973,I was double-billed the app crashes. What should I do?,billing;software
t00974,Hardware problem need this fixed now i want to complain. What should I do?,urgent;complaint;hardware
t00975,I want to complain. Please advise.,complaint
t00976,Can't see my account. Thanks in advance.,account
t00977,Compromised account. Thanks in advance.,security
t00978,Need this fixed now can't see my account. Any guidance appreciated.,urgent;account
t00979,Suspicious login attempt. Any guidance appreciated.,security
t00980,I want to complain critical issue question about my bill. What should I do?,billing;urgent;complaint
t00981,Compromised account i want a refund. I would appreciate help.,refund;security
t00982,Security alert. Please advise.,security
t00983,Refund my last charge network keeps dropping i'm not happy. What should I do?,refund;complaint;network
t00984,This is urgent account settings problem screen is broken. I would appreciate help.,urgent;account;hardware
t00985,Account settings problem screen is broken forgot my password. I would appreciate help.,account;hardware;login
t00986,Can't log in keyboard not working. Looking forward to your reply.,hardware;login
t00987,Software bug. I would appreciate help.,software
t00988,Can't connect to network please return the money account settings problem. Please advise.,refund;account;network
t00989,Account issue vpn won't connect. Thanks in advance.,account;network
t00990,Can't connect to network. I would appreciate help.,network
t00991,Login error i was double-billed wi-fi is down compromised account. What should I do?,billing;network;security;login
t00992,This is a complaint my invoice is wrong network keeps dropping my account is locked. Looking forward to your reply.,billing;account;complaint;network
t00993,Forgot my password i'm not happy. Looking forward to your reply.,complaint;login
t00994,Account settings problem can't log in. Looking forward to your reply.,account;login
t00995,Wi-fi is down billing seems off. Any guidance appreciated.,billing;network
t00996,Refund my last charge mfa not working. Looking forward to your reply.,refund;login
t00997,Forgot my password. Looking forward to your reply.,login
t00998,Hardware problem. Thanks in advance.,hardware
t00999,Can't see my account. Any guidance appreciated.,account
